x,y,tree-state,burn-counter,fire-intensity,max-burn-counter
-37,55,unaffected,0,0,90
102,-98,unaffected,0,0,86
-124,-70,empty,0,0,0
25,-118,unaffected,0,0,83
-29,-48,unaffected,0,0,71
-24,-49,unaffected,0,0,45
8,82,unaffected,0,0,93
-99,-118,unaffected,0,0,72
84,-63,empty,0,0,0
-3,108,unaffected,0,0,98
46,85,empty,0,0,0
-58,77,unaffected,0,0,42
119,58,empty,0,0,0
0,-69,unaffected,0,0,65
-62,-28,unaffected,0,0,77
71,-84,empty,0,0,0
103,30,empty,0,0,0
78,69,empty,0,0,0
-89,56,empty,0,0,0
-103,72,unaffected,0,0,48
-100,-37,empty,0,0,0
111,-22,empty,0,0,0
88,-42,unaffected,0,0,66
98,119,empty,0,0,0
69,-103,unaffected,0,0,57
83,70,empty,0,0,0
-113,-99,empty,0,0,0
-92,122,empty,0,0,0
-57,-46,unaffected,0,0,78
-55,-89,empty,0,0,0
-26,93,empty,0,0,0
-69,93,unaffected,0,0,93
114,-121,unaffected,0,0,97
-36,21,unaffected,0,0,42
30,95,unaffected,0,0,93
46,125,unaffected,0,0,45
44,-7,unaffected,0,0,86
-39,-89,unaffected,0,0,95
48,-119,unaffected,0,0,54
24,-47,unaffected,0,0,97
23,-6,empty,0,0,0
-108,-85,unaffected,0,0,48
-21,33,unaffected,0,0,80
2,13,unaffected,0,0,62
16,-109,unaffected,0,0,86
50,-71,empty,0,0,0
81,34,unaffected,0,0,101
53,36,unaffected,0,0,52
-81,88,empty,0,0,0
-91,-13,empty,0,0,0
-12,22,unaffected,0,0,65
-49,-104,unaffected,0,0,44
-13,37,unaffected,0,0,98
38,-81,unaffected,0,0,85
66,-50,empty,0,0,0
29,-44,empty,0,0,0
39,-111,unaffected,0,0,101
21,-29,empty,0,0,0
-91,-62,unaffected,0,0,60
51,-33,unaffected,0,0,69
-90,-41,empty,0,0,0
-48,41,unaffected,0,0,40
47,76,unaffected,0,0,44
64,-109,unaffected,0,0,90
113,86,empty,0,0,0
83,12,unaffected,0,0,94
104,-5,empty,0,0,0
22,2,empty,0,0,0
33,28,empty,0,0,0
51,-124,empty,0,0,0
-7,43,unaffected,0,0,52
-83,9,unaffected,0,0,54
80,49,unaffected,0,0,56
91,-99,unaffected,0,0,96
-66,-124,unaffected,0,0,46
24,-78,unaffected,0,0,65
-83,-4,unaffected,0,0,90
-90,124,empty,0,0,0
18,112,unaffected,0,0,41
40,13,unaffected,0,0,90
-66,-106,unaffected,0,0,96
56,109,unaffected,0,0,102
-70,-48,unaffected,0,0,64
46,19,unaffected,0,0,82
-21,-95,unaffected,0,0,67
-100,67,unaffected,0,0,75
76,-89,unaffected,0,0,72
99,116,empty,0,0,0
-124,0,empty,0,0,0
-10,83,unaffected,0,0,97
-56,-111,unaffected,0,0,41
41,-75,unaffected,0,0,77
-56,64,unaffected,0,0,83
-54,120,unaffected,0,0,83
52,-81,unaffected,0,0,38
87,-55,empty,0,0,0
18,-8,empty,0,0,0
3,78,unaffected,0,0,69
-59,-76,unaffected,0,0,77
-72,-11,empty,0,0,0
-5,-80,empty,0,0,0
109,-18,empty,0,0,0
-24,-36,unaffected,0,0,91
32,72,unaffected,0,0,56
37,-66,empty,0,0,0
-31,-48,empty,0,0,0
59,4,unaffected,0,0,66
53,-41,unaffected,0,0,99
75,-62,unaffected,0,0,64
-13,-9,unaffected,0,0,83
-121,122,empty,0,0,0
47,-78,unaffected,0,0,46
-115,8,empty,0,0,0
-8,103,empty,0,0,0
-19,-103,empty,0,0,0
25,-76,unaffected,0,0,56
47,-116,empty,0,0,0
91,-57,unaffected,0,0,84
82,70,unaffected,0,0,36
25,-112,empty,0,0,0
-69,-67,empty,0,0,0
-35,-58,empty,0,0,0
80,68,empty,0,0,0
-79,-4,unaffected,0,0,52
99,21,unaffected,0,0,93
110,-83,unaffected,0,0,91
84,-99,empty,0,0,0
76,21,unaffected,0,0,51
-45,24,unaffected,0,0,102
7,42,empty,0,0,0
-46,104,empty,0,0,0
108,91,empty,0,0,0
-64,-91,unaffected,0,0,46
-46,-86,unaffected,0,0,57
-94,115,unaffected,0,0,36
64,47,empty,0,0,0
-37,52,empty,0,0,0
36,78,unaffected,0,0,95
43,-32,empty,0,0,0
-109,-15,unaffected,0,0,87
63,62,unaffected,0,0,69
19,-57,unaffected,0,0,74
121,84,unaffected,0,0,70
-97,10,unaffected,0,0,62
-87,50,unaffected,0,0,35
96,39,empty,0,0,0
-8,-68,unaffected,0,0,93
-102,-124,unaffected,0,0,101
-50,-76,unaffected,0,0,45
53,81,empty,0,0,0
77,42,unaffected,0,0,78
118,-71,empty,0,0,0
-27,-41,unaffected,0,0,66
14,-73,empty,0,0,0
31,-77,unaffected,0,0,59
-33,-67,empty,0,0,0
-92,-120,unaffected,0,0,39
-106,-79,empty,0,0,0
19,-120,empty,0,0,0
42,16,unaffected,0,0,80
-2,92,unaffected,0,0,84
30,-61,unaffected,0,0,76
-55,-38,empty,0,0,0
116,-32,empty,0,0,0
48,70,unaffected,0,0,66
-88,-29,empty,0,0,0
-87,-47,empty,0,0,0
-58,93,unaffected,0,0,82
35,13,empty,0,0,0
118,-120,empty,0,0,0
-105,-114,unaffected,0,0,44
-91,-125,unaffected,0,0,86
82,46,unaffected,0,0,76
-59,-70,unaffected,0,0,76
18,26,empty,0,0,0
2,-89,unaffected,0,0,103
56,35,empty,0,0,0
-5,19,empty,0,0,0
103,65,unaffected,0,0,59
72,95,empty,0,0,0
77,-29,empty,0,0,0
106,-25,unaffected,0,0,90
28,105,unaffected,0,0,99
31,31,empty,0,0,0
-47,18,empty,0,0,0
-23,-65,empty,0,0,0
50,-67,empty,0,0,0
93,-77,empty,0,0,0
-42,-79,unaffected,0,0,59
74,-94,empty,0,0,0
28,-85,empty,0,0,0
45,-80,unaffected,0,0,52
-58,16,empty,0,0,0
-62,78,unaffected,0,0,93
-70,-42,empty,0,0,0
-72,23,empty,0,0,0
107,23,unaffected,0,0,78
64,115,empty,0,0,0
50,-113,unaffected,0,0,91
-25,-43,unaffected,0,0,49
109,83,empty,0,0,0
-118,61,unaffected,0,0,92
58,-122,unaffected,0,0,84
101,-62,empty,0,0,0
-40,-64,unaffected,0,0,95
-8,-59,empty,0,0,0
101,99,empty,0,0,0
-110,96,empty,0,0,0
-43,-39,empty,0,0,0
-114,117,empty,0,0,0
58,118,empty,0,0,0
82,89,unaffected,0,0,54
76,-99,unaffected,0,0,78
15,-111,unaffected,0,0,63
-69,-43,unaffected,0,0,76
19,-36,unaffected,0,0,82
7,-41,unaffected,0,0,51
45,-98,unaffected,0,0,87
-10,-91,empty,0,0,0
16,-50,unaffected,0,0,77
-9,76,empty,0,0,0
55,48,unaffected,0,0,40
-1,7,unaffected,0,0,82
-116,17,empty,0,0,0
46,-35,empty,0,0,0
-32,-96,empty,0,0,0
-60,83,empty,0,0,0
3,-94,unaffected,0,0,72
-10,-79,empty,0,0,0
22,68,unaffected,0,0,103
-79,-108,unaffected,0,0,69
-114,77,empty,0,0,0
-36,-66,empty,0,0,0
38,-66,unaffected,0,0,43
102,-41,empty,0,0,0
-61,-82,empty,0,0,0
43,-3,unaffected,0,0,45
100,-14,empty,0,0,0
30,-3,empty,0,0,0
62,-19,unaffected,0,0,54
-85,4,unaffected,0,0,101
29,-42,empty,0,0,0
89,88,unaffected,0,0,90
53,74,empty,0,0,0
-71,-56,empty,0,0,0
43,67,unaffected,0,0,52
-49,-117,unaffected,0,0,41
78,-12,empty,0,0,0
91,-95,unaffected,0,0,92
-96,13,empty,0,0,0
-103,-51,empty,0,0,0
25,3,unaffected,0,0,51
67,81,unaffected,0,0,60
-32,50,unaffected,0,0,40
-34,4,unaffected,0,0,103
-15,-48,unaffected,0,0,63
-51,-72,unaffected,0,0,80
-112,-100,unaffected,0,0,63
105,23,unaffected,0,0,70
-40,45,empty,0,0,0
-81,103,unaffected,0,0,78
45,16,unaffected,0,0,99
-87,-116,empty,0,0,0
102,108,unaffected,0,0,75
96,-24,unaffected,0,0,52
80,118,unaffected,0,0,39
-20,-89,unaffected,0,0,70
-14,86,empty,0,0,0
-97,-77,empty,0,0,0
-11,122,unaffected,0,0,104
-40,-22,unaffected,0,0,52
119,-113,unaffected,0,0,105
-17,-118,unaffected,0,0,56
85,-110,unaffected,0,0,72
-11,37,empty,0,0,0
-47,-104,unaffected,0,0,66
58,-11,empty,0,0,0
16,101,empty,0,0,0
-61,85,unaffected,0,0,76
96,-42,unaffected,0,0,61
42,1,unaffected,0,0,63
107,-3,unaffected,0,0,77
-23,-111,unaffected,0,0,81
-124,-113,unaffected,0,0,50
29,47,unaffected,0,0,55
-107,-114,empty,0,0,0
39,52,empty,0,0,0
12,36,empty,0,0,0
-95,-3,unaffected,0,0,72
-70,-27,empty,0,0,0
82,63,empty,0,0,0
76,113,unaffected,0,0,91
96,90,unaffected,0,0,96
-64,109,empty,0,0,0
24,6,unaffected,0,0,103
-63,-94,unaffected,0,0,42
-80,91,empty,0,0,0
49,-108,unaffected,0,0,97
-61,46,unaffected,0,0,61
-44,43,unaffected,0,0,56
-110,99,unaffected,0,0,67
111,-107,empty,0,0,0
46,-93,empty,0,0,0
103,-36,empty,0,0,0
91,-82,unaffected,0,0,54
104,89,unaffected,0,0,67
-84,-2,unaffected,0,0,98
56,40,unaffected,0,0,51
101,-6,unaffected,0,0,65
-14,-10,unaffected,0,0,60
-112,21,empty,0,0,0
60,-25,unaffected,0,0,80
-13,110,unaffected,0,0,59
95,11,empty,0,0,0
-109,122,unaffected,0,0,103
37,121,unaffected,0,0,71
-90,-61,unaffected,0,0,50
56,58,unaffected,0,0,67
21,-61,empty,0,0,0
-38,53,empty,0,0,0
-33,-73,unaffected,0,0,72
-85,119,empty,0,0,0
-44,-33,unaffected,0,0,91
57,-123,empty,0,0,0
-81,65,unaffected,0,0,56
35,51,empty,0,0,0
-7,105,unaffected,0,0,104
-11,28,unaffected,0,0,55
75,95,empty,0,0,0
-92,89,unaffected,0,0,74
31,-102,unaffected,0,0,60
-72,-108,empty,0,0,0
-66,-115,empty,0,0,0
-29,93,unaffected,0,0,85
-23,-79,unaffected,0,0,42
54,57,unaffected,0,0,52
-102,-23,empty,0,0,0
110,86,unaffected,0,0,66
118,85,unaffected,0,0,90
-81,-110,empty,0,0,0
104,101,unaffected,0,0,57
-71,98,unaffected,0,0,93
9,59,unaffected,0,0,84
68,-95,empty,0,0,0
-19,-32,empty,0,0,0
42,25,empty,0,0,0
10,-11,unaffected,0,0,66
-36,-120,empty,0,0,0
100,-46,empty,0,0,0
42,80,unaffected,0,0,43
114,-82,unaffected,0,0,82
33,-31,unaffected,0,0,56
81,-5,unaffected,0,0,104
-110,67,unaffected,0,0,46
-62,-106,unaffected,0,0,99
-45,73,unaffected,0,0,84
-84,45,unaffected,0,0,61
56,107,unaffected,0,0,102
2,29,empty,0,0,0
-71,-4,unaffected,0,0,53
-103,-28,unaffected,0,0,54
57,-104,unaffected,0,0,44
-114,-45,empty,0,0,0
3,-63,unaffected,0,0,90
-17,-31,unaffected,0,0,76
114,-65,empty,0,0,0
-20,79,unaffected,0,0,92
17,-100,unaffected,0,0,66
-72,30,empty,0,0,0
-11,43,empty,0,0,0
61,-69,unaffected,0,0,39
34,-96,unaffected,0,0,65
-116,19,unaffected,0,0,43
101,110,unaffected,0,0,45
99,-70,unaffected,0,0,74
14,97,empty,0,0,0
-17,40,unaffected,0,0,62
99,113,unaffected,0,0,41
-22,-86,unaffected,0,0,43
56,-118,empty,0,0,0
71,29,unaffected,0,0,60
-110,-70,empty,0,0,0
-81,30,empty,0,0,0
-73,-28,unaffected,0,0,60
-111,95,empty,0,0,0
-86,66,unaffected,0,0,48
6,115,empty,0,0,0
49,-121,unaffected,0,0,85
71,-13,unaffected,0,0,78
-14,25,unaffected,0,0,93
75,-99,empty,0,0,0
118,38,empty,0,0,0
118,27,empty,0,0,0
8,-41,unaffected,0,0,51
45,-112,unaffected,0,0,82
-2,33,unaffected,0,0,98
-5,103,unaffected,0,0,80
-102,19,unaffected,0,0,44
111,-7,empty,0,0,0
4,11,empty,0,0,0
21,-70,unaffected,0,0,50
-1,-84,unaffected,0,0,87
-71,-6,empty,0,0,0
-14,-27,empty,0,0,0
90,69,empty,0,0,0
24,8,empty,0,0,0
-35,-100,unaffected,0,0,49
124,69,unaffected,0,0,52
43,115,unaffected,0,0,66
85,-56,empty,0,0,0
27,90,unaffected,0,0,72
-81,12,unaffected,0,0,65
-21,-16,unaffected,0,0,52
-20,55,empty,0,0,0
-1,-55,unaffected,0,0,54
-91,46,empty,0,0,0
117,-1,empty,0,0,0
-78,-29,unaffected,0,0,51
-88,61,unaffected,0,0,66
48,60,unaffected,0,0,65
104,87,empty,0,0,0
-63,-58,unaffected,0,0,83
35,54,unaffected,0,0,76
31,58,unaffected,0,0,52
-33,67,unaffected,0,0,46
4,116,unaffected,0,0,102
-93,80,unaffected,0,0,53
-42,32,unaffected,0,0,82
-28,86,empty,0,0,0
18,93,empty,0,0,0
-25,-45,empty,0,0,0
31,60,empty,0,0,0
-85,113,unaffected,0,0,88
16,70,empty,0,0,0
107,-112,empty,0,0,0
-54,-103,unaffected,0,0,60
25,-48,unaffected,0,0,36
-48,-121,unaffected,0,0,97
86,-47,empty,0,0,0
-58,-51,unaffected,0,0,50
104,-107,empty,0,0,0
-10,20,unaffected,0,0,69
24,-2,empty,0,0,0
58,42,empty,0,0,0
-99,100,unaffected,0,0,96
-110,122,unaffected,0,0,60
-58,37,empty,0,0,0
56,-6,unaffected,0,0,87
6,-36,unaffected,0,0,80
22,6,empty,0,0,0
102,-17,empty,0,0,0
80,-99,empty,0,0,0
-72,67,unaffected,0,0,54
-116,-29,empty,0,0,0
-10,-49,unaffected,0,0,99
-11,115,unaffected,0,0,81
-123,-7,empty,0,0,0
-108,-93,unaffected,0,0,98
113,-42,unaffected,0,0,44
-98,-91,empty,0,0,0
113,-102,unaffected,0,0,50
-74,-4,unaffected,0,0,42
11,-86,unaffected,0,0,63
53,-45,unaffected,0,0,99
-84,2,empty,0,0,0
0,79,unaffected,0,0,95
-77,-124,empty,0,0,0
19,69,empty,0,0,0
72,97,empty,0,0,0
13,55,unaffected,0,0,88
48,-40,empty,0,0,0
-89,90,unaffected,0,0,98
54,113,empty,0,0,0
103,57,empty,0,0,0
-70,-107,empty,0,0,0
27,-77,unaffected,0,0,55
27,-91,empty,0,0,0
-87,-79,unaffected,0,0,55
44,-87,empty,0,0,0
5,96,unaffected,0,0,88
8,37,empty,0,0,0
94,-93,empty,0,0,0
117,-79,empty,0,0,0
-111,-41,unaffected,0,0,39
68,-9,unaffected,0,0,46
-96,61,unaffected,0,0,74
98,-61,empty,0,0,0
-113,-30,unaffected,0,0,85
-6,56,unaffected,0,0,41
-56,-104,unaffected,0,0,77
-102,45,unaffected,0,0,56
13,95,empty,0,0,0
32,102,empty,0,0,0
-109,23,empty,0,0,0
-123,-112,empty,0,0,0
-97,51,unaffected,0,0,77
-92,2,unaffected,0,0,40
71,17,empty,0,0,0
124,35,empty,0,0,0
-64,-90,empty,0,0,0
-24,117,unaffected,0,0,48
40,37,empty,0,0,0
-19,-29,unaffected,0,0,53
-89,-63,empty,0,0,0
-61,-109,unaffected,0,0,50
33,-35,empty,0,0,0
-64,-124,empty,0,0,0
-85,-12,unaffected,0,0,67
-25,-92,empty,0,0,0
-20,-47,empty,0,0,0
-105,24,empty,0,0,0
-61,-122,unaffected,0,0,42
61,111,unaffected,0,0,97
5,115,empty,0,0,0
-69,-2,unaffected,0,0,53
73,-102,unaffected,0,0,69
-13,106,empty,0,0,0
49,-123,unaffected,0,0,48
-87,-87,unaffected,0,0,92
4,110,unaffected,0,0,64
86,-20,unaffected,0,0,77
-67,72,empty,0,0,0
110,98,empty,0,0,0
-49,-32,unaffected,0,0,44
81,71,unaffected,0,0,97
57,-15,unaffected,0,0,64
-104,29,empty,0,0,0
49,98,unaffected,0,0,85
-94,99,empty,0,0,0
105,27,unaffected,0,0,54
10,44,empty,0,0,0
-106,-4,empty,0,0,0
55,-77,unaffected,0,0,49
65,-52,unaffected,0,0,86
80,-21,empty,0,0,0
-26,-74,unaffected,0,0,50
-101,-43,unaffected,0,0,102
68,-97,empty,0,0,0
-123,81,empty,0,0,0
-96,-38,unaffected,0,0,77
-24,-75,unaffected,0,0,66
100,-30,unaffected,0,0,60
65,-75,unaffected,0,0,46
-43,-92,unaffected,0,0,90
-52,-61,unaffected,0,0,70
-110,-53,unaffected,0,0,97
52,20,empty,0,0,0
31,17,empty,0,0,0
-47,-52,empty,0,0,0
-59,44,unaffected,0,0,90
11,24,unaffected,0,0,85
-14,-25,empty,0,0,0
-44,-3,unaffected,0,0,101
-82,-74,empty,0,0,0
-121,98,empty,0,0,0
-55,87,unaffected,0,0,103
27,52,unaffected,0,0,75
-117,-67,unaffected,0,0,76
116,33,empty,0,0,0
-116,61,empty,0,0,0
-50,-56,empty,0,0,0
7,15,unaffected,0,0,71
-120,27,empty,0,0,0
-64,-43,unaffected,0,0,42
-39,105,unaffected,0,0,55
92,92,empty,0,0,0
112,57,unaffected,0,0,50
-11,40,unaffected,0,0,95
-100,-90,empty,0,0,0
8,-23,empty,0,0,0
-88,101,unaffected,0,0,73
6,-31,empty,0,0,0
-50,-27,unaffected,0,0,70
-104,-76,empty,0,0,0
103,-26,unaffected,0,0,56
32,29,empty,0,0,0
-96,-120,unaffected,0,0,98
-101,111,unaffected,0,0,102
83,-109,empty,0,0,0
-121,-71,empty,0,0,0
83,-64,unaffected,0,0,59
106,-3,unaffected,0,0,61
77,-11,empty,0,0,0
119,122,unaffected,0,0,74
76,91,unaffected,0,0,66
-121,53,empty,0,0,0
121,9,unaffected,0,0,77
16,-14,empty,0,0,0
81,-54,empty,0,0,0
88,8,unaffected,0,0,66
-23,57,unaffected,0,0,57
-38,-7,unaffected,0,0,99
-64,76,unaffected,0,0,88
-7,53,empty,0,0,0
106,-17,unaffected,0,0,90
77,30,empty,0,0,0
-71,-62,unaffected,0,0,50
54,-35,empty,0,0,0
55,-89,unaffected,0,0,96
-96,-103,unaffected,0,0,39
-97,116,unaffected,0,0,85
94,82,empty,0,0,0
22,-26,empty,0,0,0
22,-77,empty,0,0,0
90,-74,unaffected,0,0,88
34,-74,unaffected,0,0,36
28,10,unaffected,0,0,92
74,-2,empty,0,0,0
111,27,unaffected,0,0,38
54,-82,unaffected,0,0,65
-54,-13,unaffected,0,0,91
18,22,unaffected,0,0,45
26,-83,empty,0,0,0
-37,106,unaffected,0,0,95
-105,56,unaffected,0,0,90
86,121,unaffected,0,0,60
82,32,empty,0,0,0
48,74,empty,0,0,0
-85,114,unaffected,0,0,67
-84,108,unaffected,0,0,48
74,77,empty,0,0,0
61,80,empty,0,0,0
-54,-38,unaffected,0,0,104
-73,45,unaffected,0,0,95
-84,74,unaffected,0,0,65
-35,-49,unaffected,0,0,55
-40,117,unaffected,0,0,46
103,49,empty,0,0,0
65,41,unaffected,0,0,70
16,-42,unaffected,0,0,97
91,41,empty,0,0,0
70,-4,empty,0,0,0
-121,-66,unaffected,0,0,77
-47,-92,unaffected,0,0,74
-1,6,unaffected,0,0,64
-41,8,unaffected,0,0,56
-66,21,unaffected,0,0,102
-119,-68,empty,0,0,0
56,-3,empty,0,0,0
10,36,unaffected,0,0,97
81,104,unaffected,0,0,72
-101,15,unaffected,0,0,77
4,84,unaffected,0,0,93
18,-20,unaffected,0,0,95
-72,59,unaffected,0,0,39
-23,-57,unaffected,0,0,92
101,-80,unaffected,0,0,63
114,-117,unaffected,0,0,80
-15,117,unaffected,0,0,74
-75,-102,empty,0,0,0
47,18,unaffected,0,0,50
84,57,unaffected,0,0,101
1,-61,unaffected,0,0,48
0,101,unaffected,0,0,46
3,-30,unaffected,0,0,60
-23,60,unaffected,0,0,83
-20,42,unaffected,0,0,71
-45,12,empty,0,0,0
-37,-102,unaffected,0,0,54
108,-4,empty,0,0,0
-47,124,unaffected,0,0,64
-11,-63,empty,0,0,0
-62,90,unaffected,0,0,99
-124,68,unaffected,0,0,97
84,-116,unaffected,0,0,101
-68,-91,unaffected,0,0,95
-38,-40,unaffected,0,0,93
-54,103,empty,0,0,0
-122,77,empty,0,0,0
87,81,unaffected,0,0,40
-34,-67,unaffected,0,0,97
-61,-107,empty,0,0,0
-56,-69,empty,0,0,0
120,3,unaffected,0,0,36
39,25,empty,0,0,0
120,-81,unaffected,0,0,48
-77,61,unaffected,0,0,51
70,-62,unaffected,0,0,53
41,38,unaffected,0,0,54
36,62,unaffected,0,0,61
-91,-99,empty,0,0,0
-56,-62,empty,0,0,0
-85,65,empty,0,0,0
-104,8,unaffected,0,0,103
82,-17,unaffected,0,0,104
-68,-97,unaffected,0,0,78
48,-39,empty,0,0,0
-16,46,unaffected,0,0,99
-8,11,unaffected,0,0,63
109,-69,unaffected,0,0,74
-87,-83,empty,0,0,0
59,-61,empty,0,0,0
65,-47,empty,0,0,0
27,93,unaffected,0,0,75
-29,-95,unaffected,0,0,41
-110,-111,empty,0,0,0
-77,15,unaffected,0,0,63
117,-69,unaffected,0,0,101
-81,123,empty,0,0,0
20,63,unaffected,0,0,97
-125,38,unaffected,0,0,80
95,-112,unaffected,0,0,82
-19,97,unaffected,0,0,80
95,66,unaffected,0,0,102
43,-106,unaffected,0,0,56
-53,110,unaffected,0,0,35
-112,-51,unaffected,0,0,75
56,-87,unaffected,0,0,95
111,-36,empty,0,0,0
55,28,unaffected,0,0,52
25,33,unaffected,0,0,52
-18,92,empty,0,0,0
7,-114,empty,0,0,0
-25,121,empty,0,0,0
-65,-28,unaffected,0,0,56
-4,42,empty,0,0,0
-78,-123,unaffected,0,0,55
52,-10,empty,0,0,0
21,57,unaffected,0,0,102
-41,-20,empty,0,0,0
-9,37,empty,0,0,0
47,98,unaffected,0,0,74
78,-94,unaffected,0,0,60
-68,85,empty,0,0,0
-6,-123,empty,0,0,0
87,-14,empty,0,0,0
101,-87,unaffected,0,0,60
61,19,empty,0,0,0
-107,28,unaffected,0,0,66
-31,-28,empty,0,0,0
50,-97,unaffected,0,0,94
-54,111,unaffected,0,0,82
83,27,unaffected,0,0,46
5,91,unaffected,0,0,43
-57,-59,unaffected,0,0,45
76,-76,unaffected,0,0,51
108,23,empty,0,0,0
-48,49,empty,0,0,0
-69,94,unaffected,0,0,55
72,-91,empty,0,0,0
111,122,empty,0,0,0
-16,-97,unaffected,0,0,60
-8,39,empty,0,0,0
-116,-111,unaffected,0,0,53
-87,90,unaffected,0,0,49
0,-45,unaffected,0,0,81
-3,-64,unaffected,0,0,74
109,106,empty,0,0,0
-29,22,unaffected,0,0,98
-34,71,unaffected,0,0,43
-120,-71,unaffected,0,0,43
47,-25,unaffected,0,0,52
25,110,unaffected,0,0,104
-102,-97,empty,0,0,0
-27,-77,unaffected,0,0,57
-111,-33,unaffected,0,0,77
53,-124,unaffected,0,0,67
-73,42,unaffected,0,0,86
-55,27,unaffected,0,0,86
-73,-76,unaffected,0,0,55
18,99,empty,0,0,0
-64,23,empty,0,0,0
-8,-16,empty,0,0,0
-9,-86,unaffected,0,0,71
-1,81,empty,0,0,0
-73,14,unaffected,0,0,91
-14,-79,unaffected,0,0,91
-72,-72,unaffected,0,0,103
-13,40,empty,0,0,0
75,75,empty,0,0,0
-8,61,empty,0,0,0
28,-64,unaffected,0,0,66
79,51,unaffected,0,0,70
110,-97,unaffected,0,0,93
32,26,empty,0,0,0
-94,111,empty,0,0,0
-103,102,empty,0,0,0
18,68,empty,0,0,0
17,37,unaffected,0,0,87
-116,44,unaffected,0,0,70
44,-67,empty,0,0,0
-85,10,unaffected,0,0,55
-98,-79,empty,0,0,0
10,30,unaffected,0,0,36
-68,9,unaffected,0,0,70
-68,117,unaffected,0,0,87
-69,-6,unaffected,0,0,61
-57,-100,unaffected,0,0,45
-4,-74,empty,0,0,0
27,-75,unaffected,0,0,103
3,39,unaffected,0,0,62
-54,-123,unaffected,0,0,94
-94,-72,unaffected,0,0,45
115,81,unaffected,0,0,65
87,-92,unaffected,0,0,86
-39,2,empty,0,0,0
-19,-86,empty,0,0,0
91,-98,unaffected,0,0,44
-38,-79,unaffected,0,0,53
33,-72,unaffected,0,0,98
124,-101,empty,0,0,0
120,-5,empty,0,0,0
33,-115,unaffected,0,0,54
8,-78,empty,0,0,0
96,-45,empty,0,0,0
88,35,empty,0,0,0
14,-12,empty,0,0,0
-10,-51,unaffected,0,0,102
-75,-103,unaffected,0,0,40
-7,-114,empty,0,0,0
-53,19,unaffected,0,0,88
-77,81,unaffected,0,0,88
113,53,empty,0,0,0
-32,-114,unaffected,0,0,85
113,11,unaffected,0,0,74
8,-35,unaffected,0,0,82
53,69,empty,0,0,0
-31,47,empty,0,0,0
101,53,empty,0,0,0
-105,81,unaffected,0,0,93
-97,30,unaffected,0,0,99
-65,90,unaffected,0,0,94
-2,49,unaffected,0,0,87
71,18,unaffected,0,0,97
-35,-84,empty,0,0,0
70,-8,unaffected,0,0,104
-77,122,unaffected,0,0,48
-75,47,unaffected,0,0,84
81,-81,empty,0,0,0
87,-62,empty,0,0,0
-104,67,unaffected,0,0,46
-70,63,unaffected,0,0,81
-64,119,unaffected,0,0,82
-17,-112,unaffected,0,0,86
17,27,empty,0,0,0
86,-39,unaffected,0,0,97
-108,83,unaffected,0,0,105
101,111,empty,0,0,0
-45,31,empty,0,0,0
69,8,unaffected,0,0,92
-77,89,unaffected,0,0,50
28,75,empty,0,0,0
46,20,unaffected,0,0,102
8,-79,unaffected,0,0,67
76,27,unaffected,0,0,76
1,-100,unaffected,0,0,50
-21,-107,unaffected,0,0,52
97,-111,unaffected,0,0,80
-113,-21,empty,0,0,0
-72,116,unaffected,0,0,73
95,39,unaffected,0,0,84
42,-60,unaffected,0,0,97
83,-74,empty,0,0,0
102,95,empty,0,0,0
26,-101,empty,0,0,0
-89,-21,unaffected,0,0,72
-97,92,unaffected,0,0,97
-95,-121,empty,0,0,0
84,-5,unaffected,0,0,48
-85,51,unaffected,0,0,81
40,-93,empty,0,0,0
103,83,empty,0,0,0
29,-86,unaffected,0,0,71
-41,-16,empty,0,0,0
62,-32,empty,0,0,0
118,-117,unaffected,0,0,93
-25,28,unaffected,0,0,76
42,13,empty,0,0,0
110,14,unaffected,0,0,97
-84,-75,unaffected,0,0,55
-38,-109,empty,0,0,0
79,-125,unaffected,0,0,84
37,-120,empty,0,0,0
4,-106,empty,0,0,0
25,-119,unaffected,0,0,75
-33,-54,empty,0,0,0
-99,-89,empty,0,0,0
-2,-8,empty,0,0,0
-119,-46,unaffected,0,0,48
-95,48,empty,0,0,0
-16,17,unaffected,0,0,51
-17,62,unaffected,0,0,78
111,18,empty,0,0,0
44,-108,empty,0,0,0
-115,2,unaffected,0,0,103
116,47,unaffected,0,0,101
-63,47,unaffected,0,0,93
94,49,unaffected,0,0,64
-3,-125,empty,0,0,0
33,-25,unaffected,0,0,96
21,39,empty,0,0,0
-96,47,empty,0,0,0
-92,-92,unaffected,0,0,60
-23,-22,empty,0,0,0
98,97,empty,0,0,0
93,-7,unaffected,0,0,65
-79,-15,unaffected,0,0,56
-102,96,unaffected,0,0,90
-60,-53,unaffected,0,0,80
70,-91,unaffected,0,0,59
0,109,empty,0,0,0
62,23,empty,0,0,0
82,-50,unaffected,0,0,70
116,-27,empty,0,0,0
-61,58,unaffected,0,0,67
78,97,empty,0,0,0
-99,116,empty,0,0,0
-123,-28,unaffected,0,0,84
-9,43,unaffected,0,0,74
123,24,empty,0,0,0
-61,22,empty,0,0,0
-59,14,unaffected,0,0,74
-73,-106,empty,0,0,0
-121,-28,unaffected,0,0,46
36,6,empty,0,0,0
-26,63,empty,0,0,0
41,-52,empty,0,0,0
-47,103,empty,0,0,0
89,11,unaffected,0,0,39
